timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1753928653766,7,GET /generate-catalog,200,OK,Auth Service Load 1-3,text,true,,723,164,1,4,http://auth-service.default.svc.cluster.local:8000/generate-catalog,7,0,0
1753928653531,248,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1529,158,3,4,http://moga-optimizer.default.svc.cluster.local:8000/optimize,248,0,0
1753928653773,7,GET /generate-catalog,200,OK,Auth Service Load 1-3,text,true,,723,164,1,4,http://auth-service.default.svc.cluster.local:8000/generate-catalog,7,0,0
1753928653780,8,GET /generate-catalog,200,OK,Auth Service Load 1-3,text,true,,723,164,1,4,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753928653789,7,GET /generate-catalog,200,OK,Auth Service Load 1-3,text,true,,723,164,1,4,http://auth-service.default.svc.cluster.local:8000/generate-catalog,7,0,0
1753928653796,8,GET /generate-catalog,200,OK,Auth Service Load 1-3,text,true,,723,164,1,4,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753928653804,10,GET /generate-catalog,200,OK,Auth Service Load 1-3,text,true,,723,164,1,4,http://auth-service.default.svc.cluster.local:8000/generate-catalog,10,0,0
1753928653815,10,GET /generate-catalog,200,OK,Auth Service Load 1-3,text,true,,723,164,1,4,http://auth-service.default.svc.cluster.local:8000/generate-catalog,10,0,0
1753928653826,11,GET /generate-catalog,200,OK,Auth Service Load 1-3,text,true,,723,164,1,4,http://auth-service.default.svc.cluster.local:8000/generate-catalog,11,0,0
1753928653555,283,GET /optimize,200,OK,MOGA Optimizer Load 2-3,text,true,,1541,158,3,4,http://moga-optimizer.default.svc.cluster.local:8000/optimize,283,0,0
1753928653395,448,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1535,158,3,4,http://moga-optimizer.default.svc.cluster.local:8000/optimize,448,0,0
1753928653838,11,GET /generate-catalog,200,OK,Auth Service Load 1-3,text,true,,723,164,1,4,http://auth-service.default.svc.cluster.local:8000/generate-catalog,11,0,0
1753928653849,10,GET /generate-catalog,200,OK,Auth Service Load 1-3,text,true,,723,164,1,4,http://auth-service.default.svc.cluster.local:8000/generate-catalog,10,0,0
1753928653859,7,GET /generate-catalog,200,OK,Auth Service Load 1-3,text,true,,723,164,1,4,http://auth-service.default.svc.cluster.local:8000/generate-catalog,7,0,0
1753928653866,20,GET /generate-catalog,200,OK,Auth Service Load 1-3,text,true,,723,164,1,4,http://auth-service.default.svc.cluster.local:8000/generate-catalog,20,0,0
1753928653886,13,GET /generate-catalog,200,OK,Auth Service Load 1-3,text,true,,723,164,1,4,http://auth-service.default.svc.cluster.local:8000/generate-catalog,13,0,0
1753928653899,9,GET /generate-catalog,200,OK,Auth Service Load 1-3,text,true,,723,164,1,4,http://auth-service.default.svc.cluster.local:8000/generate-catalog,9,0,0
1753928653909,10,GET /generate-catalog,200,OK,Auth Service Load 1-3,text,true,,723,164,1,4,http://auth-service.default.svc.cluster.local:8000/generate-catalog,10,0,0
1753928653919,11,GET /generate-catalog,200,OK,Auth Service Load 1-3,text,true,,723,164,1,4,http://auth-service.default.svc.cluster.local:8000/generate-catalog,11,0,0
1753928653779,196,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1530,158,3,3,http://moga-optimizer.default.svc.cluster.local:8000/optimize,196,0,0
1753928653844,246,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1522,158,3,3,http://moga-optimizer.default.svc.cluster.local:8000/optimize,246,0,0
1753928653839,260,GET /optimize,200,OK,MOGA Optimizer Load 2-3,text,true,,1535,158,3,3,http://moga-optimizer.default.svc.cluster.local:8000/optimize,260,0,0
1753928653975,129,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1543,158,3,3,http://moga-optimizer.default.svc.cluster.local:8000/optimize,129,0,0
1753928654105,170,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1530,158,3,3,http://moga-optimizer.default.svc.cluster.local:8000/optimize,170,0,0
1753928654091,209,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1536,158,3,3,http://moga-optimizer.default.svc.cluster.local:8000/optimize,209,0,0
1753928654099,245,GET /optimize,200,OK,MOGA Optimizer Load 2-3,text,true,,1529,158,3,3,http://moga-optimizer.default.svc.cluster.local:8000/optimize,245,0,0
1753928654276,125,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1536,158,3,3,http://moga-optimizer.default.svc.cluster.local:8000/optimize,125,0,0
1753928654301,172,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1529,158,3,3,http://moga-optimizer.default.svc.cluster.local:8000/optimize,172,0,0
1753928654402,122,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1542,158,3,3,http://moga-optimizer.default.svc.cluster.local:8000/optimize,121,0,0
1753928654345,214,GET /optimize,200,OK,MOGA Optimizer Load 2-3,text,true,,1535,158,3,3,http://moga-optimizer.default.svc.cluster.local:8000/optimize,214,0,0
1753928654524,136,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1535,158,3,3,http://moga-optimizer.default.svc.cluster.local:8000/optimize,136,0,0
1753928654473,274,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1542,158,3,3,http://moga-optimizer.default.svc.cluster.local:8000/optimize,274,0,0
1753928654660,170,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1530,158,3,3,http://moga-optimizer.default.svc.cluster.local:8000/optimize,170,0,0
1753928654864,8,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,4,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,1
1753928654559,317,GET /optimize,200,OK,MOGA Optimizer Load 2-3,text,true,,1542,158,3,4,http://moga-optimizer.default.svc.cluster.local:8000/optimize,317,0,0
1753928654872,7,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,4,http://auth-service.default.svc.cluster.local:8000/generate-catalog,7,0,0
1753928654880,7,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,7,0,0
1753928654887,6,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,6,0,0
1753928654894,6,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,6,0,0
1753928654900,13,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,13,0,0
1753928654747,173,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1534,158,4,5,http://moga-optimizer.default.svc.cluster.local:8000/optimize,173,0,0
1753928654913,15,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,15,0,0
1753928654928,8,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753928654936,9,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,9,0,0
1753928654946,10,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,10,0,0
1753928654956,10,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,10,0,0
1753928654966,8,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753928654830,145,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1542,158,4,5,http://moga-optimizer.default.svc.cluster.local:8000/optimize,145,0,0
1753928654974,8,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753928654983,6,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,6,0,0
1753928654990,6,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,6,0,0
1753928654997,13,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,13,0,0
1753928655011,11,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,11,0,0
1753928655022,8,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753928655030,10,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,10,0,0
1753928655040,8,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753928655049,7,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,7,0,0
1753928655056,9,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,9,0,0
1753928655066,8,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753928655074,9,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,9,0,0
1753928655083,9,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,9,0,0
1753928655093,7,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,7,0,0
1753928655101,7,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,7,0,0
1753928655108,12,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,12,0,0
1753928655120,9,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,9,0,0
1753928655129,8,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753928655138,7,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,7,0,0
1753928655145,10,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,10,0,0
1753928655156,10,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,10,0,0
1753928655166,11,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,11,0,0
1753928655177,12,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,12,0,0
1753928655190,12,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,12,0,0
1753928655202,12,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,12,0,0
1753928655215,11,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,11,0,0
1753928655226,11,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,11,0,0
1753928655237,7,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,7,0,0
1753928655245,6,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,6,0,0
1753928655252,6,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,6,0,0
1753928655258,8,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753928655266,7,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,7,0,0
1753928654976,301,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1534,158,4,5,http://moga-optimizer.default.svc.cluster.local:8000/optimize,301,0,0
1753928655274,9,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,9,0,0
1753928655284,6,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,6,0,0
1753928655291,6,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,6,0,0
1753928655298,8,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753928655307,15,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,14,0,0
1753928655322,9,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,9,0,0
1753928654885,453,GET /optimize,200,OK,MOGA Optimizer Load 2-4,text,true,,1536,158,4,5,http://moga-optimizer.default.svc.cluster.local:8000/optimize,453,0,1
1753928655331,10,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,10,0,0
1753928654876,473,GET /optimize,200,OK,MOGA Optimizer Load 2-3,text,true,,1543,158,4,5,http://moga-optimizer.default.svc.cluster.local:8000/optimize,473,0,0
1753928655341,9,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,9,0,0
1753928654920,437,GET /optimize,200,OK,MOGA Optimizer Load 2-1,text,true,,1544,158,4,5,http://moga-optimizer.default.svc.cluster.local:8000/optimize,436,0,0
1753928655350,9,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,9,0,0
1753928655359,8,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753928655367,10,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,9,0,0
1753928655377,8,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753928655385,8,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753928655394,29,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,29,0,0
1753928655423,13,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,13,0,0
1753928655277,164,GET /optimize,200,OK,MOGA Optimizer Load 2-2,text,true,,1535,158,4,5,http://moga-optimizer.default.svc.cluster.local:8000/optimize,164,0,0
1753928655437,9,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,9,0,0
1753928655446,8,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753928655454,7,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,7,0,0
1753928655462,9,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,9,0,0
1753928655471,28,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,28,0,0
1753928655499,25,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,25,0,0
1753928655524,12,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,12,0,0
1753928655537,12,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,12,0,0
1753928655550,11,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,11,0,0
1753928655561,10,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,10,0,0
1753928655572,9,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,9,0,0
1753928655582,11,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,11,0,0
1753928655593,8,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753928655601,8,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753928655610,8,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753928655618,8,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753928655627,6,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,6,0,0
1753928655633,10,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,10,0,0
1753928655643,7,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,7,0,0
1753928655651,8,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,8,0,0
1753928655659,9,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,9,0,0
1753928655669,7,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,7,0,0
1753928655676,9,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,9,0,0
1753928655686,9,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,9,0,0
1753928655695,10,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,10,0,0
1753928655706,9,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,9,0,0
1753928655715,12,GET /generate-catalog,200,OK,Auth Service Load 1-4,text,true,,723,164,1,5,http://auth-service.default.svc.cluster.local:8000/generate-catalog,12,0,0
